,,,,,,,
,,,,,,,
0,47227959,0.0766145,0,0.0766145,0,0,0
0,47227965,0,0,0,0,0,0
0,47228089,0.0766145,0,0.0766145,0,0,0
0,47228194,0.0766145,0,0.0766145,0,0,0
0,47228234,0.0766145,0,0.0766145,0,0,0
0,47228255,0.0766145,0,0.0766145,0,0,0
0,47228295,0,0,0,0,0,0
0,47228357,0,0,0,0,0,0
0,47228418,0,0,0,0,0,0
0,47228438,0.0766145,0,0.0766145,0,0,0
0,47228522,0.0766145,0,0.0766145,0,0,0
0,47228580,0.0766145,0,0.0766145,0,0,0
0,47228600,0.0766145,0,0.0766145,0,0,0
0,47228622,0.0766145,0,0.0766145,0,0,0
0,47228684,0.0766145,0,0.0766145,0,0,0
0,47228725,0.0766145,0,0.0766145,0,0,0
0,47228767,0,0,0,0,0,0
0,47228848,0.0766145,0,0.0766145,0,0,0
0,47228990,0.0766145,0,0.0766145,0,0,0
0,47229030,0,0,0,0,0,0
0,47229092,0,0,0,0,0,0
0,47229113,0.0766145,0,0.0766145,0,0,0
0,47229172,0,0,0,0,0,0
0,47229199,0.0766145,0,0.0766145,0,0,0
0,47229218,0,0,0,0,0,0
0,47229315,0.0766145,0,0.0766145,0,0,0
0,47229338,0.0766145,0,0.0766145,0,0,0
0,47229500,0,0,0,0,0,0
0,47229522,0,0,0,0,0,0
0,47229560,0,0,0,0,0,0
0,47229601,0,0,0,0,0,0
0,47229621,0.0766145,0,0.0766145,0,0,0
0,47229743,0,0,0,0,0,0
0,47229785,0.0766145,0,0.0766145,0,0,0
0,47229805,0.0766145,0,0.0766145,0,0,0
0,47229868,0.0766145,0,0.0766145,0,0,0
0,47229887,0,0,0,0,0,0
0,47230052,0.0766145,0,0.0766145,0,0,0
0,47230090,0.0766145,0,0.0766145,0,0,0
0,47230110,0.153229,0,0.153229,0,0,0
0,47230194,0.153229,0,0.153229,0,0,0
0,47230195,0.0766145,0,0.0766145,0,0,0
0,47230315,0.0766145,0,0.0766145,0,0,0
0,47230337,0,0,0,0,0,0
0,47230378,0,0,0,0,0,0
0,47230419,0,0,0,0,0,0
0,47230483,0.0766145,0,0.0766145,0,0,0
0,47230484,0.0766145,0,0.0766145,0,0,0
0,47230520,0.0766145,0,0.0766145,0,0,0
0,47230583,0.0766145,0,0.0766145,0,0,0
0,47230602,0.0766145,0,0.0766145,0,0,0
0,47230683,0.0766145,0,0.0766145,0,0,0
0,47230723,0,0,0,0,0,0
0,47230764,0.0766145,0,0.0766145,0,0,0
0,47230789,0.0766145,0,0.0766145,0,0,0
0,47230908,0.0766145,0,0.0766145,0,0,0
0,47230968,0.0766145,0,0.0766145,0,0,0
0,47231009,0.0766145,0,0.0766145,0,0,0
0,47231070,0,0,0,0,0,0
0,47231090,0,0,0,0,0,0
0,47231133,0,0,0,0,0,0
0,47231152,0.0766145,0,0.0766145,0,0,0
0,47231192,0,0,0,0,0,0
0,47231214,0,0,0,0,0,0
0,47231254,0.0766145,0,0.0766145,0,0,0
0,47231375,0.0766145,0,0.0766145,0,0,0
0,47231415,0,0,0,0,0,0
0,47231477,0,0,0,0,0,0
0,47231539,0,0,0,0,0,0
0,47231559,0,0,0,0,0,0
